n,canonical,canonical_time,ilp,ilp_time,greedy,greedy_time,crank_algorithm,crank_algorithm_time,local_sat,local_sat_time,canonical_correct,ilp_correct,greedy_correct,crank_algorithm_correct,local_sat_correct
19,True,0.006992340087890625,True,0.05916857719421387,True,0.0030274391174316406,,,False,0.1376655101776123,True,True,True,False,False
19,True,0.006947040557861328,True,0.07260727882385254,True,0.002062082290649414,,,False,0.05186009407043457,True,True,True,False,False
19,False,0.007020711898803711,False,0.5136432647705078,False,0.27526330947875977,,,False,0.1396617889404297,True,True,True,False,True
19,True,0.008975744247436523,True,0.060849905014038086,True,0.037964582443237305,,,False,0.37204933166503906,True,True,True,False,False
19,False,0.036900997161865234,False,0.9659156799316406,False,0.2263965606689453,,,False,0.16076159477233887,True,True,True,False,True
20,False,0.006981849670410156,False,0.44911718368530273,False,0.15355682373046875,,,False,0.2475442886352539,True,True,True,False,True
20,False,0.018883705139160156,False,0.3594193458557129,False,0.5365369319915771,,,False,0.49866819381713867,True,True,True,False,True
20,False,0.036904096603393555,False,0.9421236515045166,False,0.39800357818603516,,,False,0.5209920406341553,True,True,True,False,True
20,True,0.006980419158935547,True,0.41009974479675293,True,0.1975100040435791,,,False,0.35603928565979004,True,True,True,False,False
20,True,0.01795196533203125,True,0.25733447074890137,True,0.006930351257324219,,,False,0.2962021827697754,True,True,True,False,False
21,True,0.1166846752166748,True,0.6682102680206299,True,0.2453446388244629,,,False,0.39992856979370117,True,True,True,False,False
21,False,0.007975578308105469,False,0.5993506908416748,False,0.24534010887145996,,,False,0.20742058753967285,True,True,True,False,True
21,False,0.03888869285583496,False,0.520707368850708,False,0.40692877769470215,,,False,0.4178752899169922,True,True,True,False,True
21,True,0.007978439331054688,True,0.2682621479034424,True,0.008917093276977539,,,False,0.20561623573303223,True,True,True,False,False
21,False,0.03188180923461914,False,1.223569393157959,False,0.699131965637207,,,False,0.510636568069458,True,True,True,False,True
22,True,0.03993988037109375,True,0.31305742263793945,True,0.03480362892150879,,,False,1.0648796558380127,True,True,True,False,False
22,True,0.04453754425048828,True,0.22891902923583984,True,0.01795482635498047,,,False,0.47890257835388184,True,True,True,False,False
22,True,0.0359041690826416,True,0.34198546409606934,True,0.02293848991394043,,,False,0.42885470390319824,True,True,True,False,False
22,True,0.0329132080078125,True,0.2906169891357422,True,0.042942047119140625,,,False,0.15336823463439941,True,True,True,False,False
22,True,0.017016887664794922,True,0.08598923683166504,True,0.0019948482513427734,,,False,0.22777748107910156,True,True,True,False,False
23,True,0.013971328735351562,True,0.29500293731689453,True,0.07881999015808105,,,False,0.20042800903320312,True,True,True,False,False
23,False,0.007977724075317383,False,0.8491203784942627,False,0.6194560527801514,,,False,0.21234965324401855,True,True,True,False,True
23,True,0.023972034454345703,True,0.31076884269714355,True,0.10054898262023926,,,False,0.2696681022644043,True,True,True,False,False
23,True,0.01888298988342285,True,0.09617161750793457,True,0.003000974655151367,,,False,0.2229926586151123,True,True,True,False,False
23,True,0.011975765228271484,True,0.1696643829345703,True,0.041956424713134766,,,False,0.44902992248535156,True,True,True,False,False
24,True,0.00797891616821289,True,0.13172030448913574,True,0.31545138359069824,,,False,0.39029479026794434,True,True,True,False,False
24,True,0.01949143409729004,True,0.0969691276550293,True,0.0369257926940918,,,False,0.31802845001220703,True,True,True,False,False
24,True,0.020941495895385742,True,0.12971282005310059,True,0.0060138702392578125,,,False,0.2979011535644531,True,True,True,False,False
24,True,0.022521018981933594,True,0.1048736572265625,True,0.006981372833251953,,,False,0.22742748260498047,True,True,True,False,False
24,True,0.007978677749633789,True,0.29588890075683594,False,0.4548146724700928,,,False,0.23389911651611328,True,True,False,False,False
25,False,0.041063785552978516,False,1.262883186340332,False,0.5074987411499023,,,False,0.5614817142486572,True,True,True,False,True
25,False,0.026935577392578125,False,1.4705235958099365,False,0.6641397476196289,,,False,0.4161701202392578,True,True,True,False,True
25,False,0.012885093688964844,False,1.207444429397583,False,0.47786688804626465,,,False,0.304182767868042,True,True,True,False,True
25,False,0.04189634323120117,False,1.4336109161376953,False,0.4671008586883545,,,False,0.41390013694763184,True,True,True,False,True
25,False,0.05485343933105469,False,1.0985467433929443,False,0.33217906951904297,,,False,0.3921682834625244,True,True,True,False,True
26,True,0.022942066192626953,True,0.39961767196655273,True,0.08783292770385742,,,False,0.2862410545349121,True,True,True,False,False
26,True,0.008809566497802734,True,0.22809338569641113,True,0.0040552616119384766,,,False,0.44170212745666504,True,True,True,False,False
26,True,0.020978927612304688,True,0.13627886772155762,True,0.14268946647644043,,,False,0.2842366695404053,True,True,True,False,False
26,True,0.026028156280517578,True,0.1072535514831543,True,0.02995586395263672,,,False,0.31017065048217773,True,True,True,False,False
26,True,0.007973432540893555,True,0.24939489364624023,True,0.03191709518432617,,,False,0.5465381145477295,True,True,True,False,False
27,False,0.03195691108703613,False,1.3270623683929443,False,0.5547740459442139,,,False,0.3711535930633545,True,True,True,False,True
27,False,0.009042739868164062,False,1.160097360610962,False,0.8520770072937012,,,False,1.0827553272247314,True,True,True,False,True
27,True,0.011960983276367188,True,0.08596253395080566,True,0.034905433654785156,,,False,0.2702150344848633,True,True,True,False,False
27,True,0.04203033447265625,True,0.27907228469848633,True,0.025057315826416016,,,False,0.323901891708374,True,True,True,False,False
27,False,0.038936614990234375,False,0.7964386940002441,False,0.32201528549194336,,,False,0.1964421272277832,True,True,True,False,True
28,True,0.008975982666015625,True,0.12727665901184082,True,0.030918359756469727,,,False,0.36915040016174316,True,True,True,False,False
28,True,0.019946813583374023,True,0.07762336730957031,True,0.003955841064453125,,,False,0.21034955978393555,True,True,True,False,False
28,True,0.023009061813354492,True,0.08729362487792969,True,0.21938276290893555,,,False,0.5765714645385742,True,True,True,False,False
28,True,0.00999593734741211,True,0.3270754814147949,True,0.2929239273071289,,,False,0.34579038619995117,True,True,True,False,False
28,True,0.008975744247436523,True,0.6612899303436279,True,0.08279633522033691,,,False,0.2484121322631836,True,True,True,False,False
29,True,0.020214319229125977,True,0.22060632705688477,False,0.4011993408203125,,,False,0.33411240577697754,True,True,False,False,False
29,True,0.025656700134277344,True,0.08506393432617188,True,0.014034509658813477,,,False,0.3523893356323242,True,True,True,False,False
29,True,0.010970354080200195,True,0.09737086296081543,True,0.028017759323120117,,,False,0.20158600807189941,True,True,True,False,False
29,True,0.008978605270385742,True,0.12193965911865234,True,0.08281087875366211,,,False,0.22997665405273438,True,True,True,False,False
29,True,0.010004043579101562,True,0.17052054405212402,True,0.04786419868469238,,,False,0.48589587211608887,True,True,True,False,False
30,True,0.029926538467407227,True,0.3422517776489258,False,0.46692728996276855,,,False,0.43923234939575195,True,True,False,False,False
30,True,0.010971784591674805,True,0.16244077682495117,True,0.20516204833984375,,,False,0.3690032958984375,True,True,True,False,False
30,True,0.009972572326660156,True,0.4114525318145752,True,0.010009527206420898,,,False,0.25372862815856934,True,True,True,False,False
30,False,0.01994943618774414,False,0.7492825984954834,False,0.3860790729522705,,,False,0.27623558044433594,True,True,True,False,True
30,True,0.008976221084594727,True,0.19659996032714844,True,0.008005380630493164,,,False,0.21546316146850586,True,True,True,False,False
31,False,0.008971691131591797,False,1.0135011672973633,False,0.4148983955383301,,,False,0.24337983131408691,True,True,True,False,True
31,True,0.02193474769592285,True,0.1474010944366455,True,0.5376851558685303,,,False,0.48277759552001953,True,True,True,False,False
31,False,0.009967803955078125,False,0.9222080707550049,False,0.5236310958862305,,,False,0.3421142101287842,True,True,True,False,True
31,True,0.010040283203125,True,0.12990880012512207,True,0.18656587600708008,,,False,0.24228286743164062,True,True,True,False,False
31,True,0.010042428970336914,True,0.1997058391571045,True,0.1336503028869629,,,False,0.28127503395080566,True,True,True,False,False
32,True,0.010970592498779297,True,0.17782163619995117,True,0.04195427894592285,,,False,0.3340785503387451,True,True,True,False,False
32,False,0.02789020538330078,False,0.7401268482208252,False,0.5037128925323486,,,False,0.16359376907348633,True,True,True,False,True
32,True,0.009972572326660156,True,0.16652321815490723,True,0.06083822250366211,,,False,0.2862694263458252,True,True,True,False,False
32,True,0.010970830917358398,True,0.10790848731994629,True,0.14365267753601074,,,False,0.2732696533203125,True,True,True,False,False
32,True,0.009973287582397461,True,0.08838939666748047,True,0.09780502319335938,,,False,0.2622663974761963,True,True,True,False,False
33,True,0.015980958938598633,True,0.32077550888061523,True,0.025000810623168945,,,False,0.4228017330169678,True,True,True,False,False
33,True,0.03310441970825195,True,0.06984210014343262,True,0.35304999351501465,,,False,0.16057038307189941,True,True,True,False,False
33,False,0.010970830917358398,False,1.0041580200195312,False,0.5255870819091797,,,False,0.18052053451538086,True,True,True,False,True
33,True,0.009972572326660156,True,0.08104562759399414,True,0.021010637283325195,,,False,0.16855311393737793,True,True,True,False,False
33,False,0.01295781135559082,False,0.7755639553070068,False,0.7210416793823242,,,False,0.25232553482055664,True,True,True,False,True
34,False,0.009983301162719727,False,1.0007498264312744,False,0.49468302726745605,,,False,0.2513902187347412,True,True,True,False,True
34,True,0.01296544075012207,True,0.08202028274536133,True,0.029954195022583008,,,False,0.346111536026001,True,True,True,False,False
34,True,0.011960983276367188,True,0.21960783004760742,True,0.009999752044677734,,,False,0.29722070693969727,True,True,True,False,False
34,True,0.023927927017211914,True,0.19571924209594727,True,0.035902976989746094,,,False,0.3311171531677246,True,True,True,False,False
34,True,0.017980575561523438,True,0.21272492408752441,True,0.027964115142822266,,,False,0.5145831108093262,True,True,True,False,False
35,True,0.02093982696533203,True,0.08430361747741699,False,0.3999619483947754,,,False,0.30315637588500977,True,True,False,False,False
35,False,0.01100778579711914,False,0.9208588600158691,False,0.47675395011901855,,,False,0.20055174827575684,True,True,True,False,True
35,False,0.011029958724975586,False,0.6399612426757812,False,0.44381213188171387,,,False,0.21459603309631348,True,True,True,False,True
35,False,0.010904073715209961,False,0.7211472988128662,False,0.7175202369689941,,,False,0.2603309154510498,True,True,True,False,True
35,False,0.010966777801513672,False,0.8227434158325195,False,0.5177593231201172,,,False,0.35907578468322754,True,True,True,False,True
36,True,0.02190423011779785,True,0.3699045181274414,False,0.6026463508605957,,,False,0.5036427974700928,True,True,False,False,False
36,True,0.010963201522827148,True,0.4093129634857178,False,0.6535508632659912,,,False,0.33809494972229004,True,True,False,False,False
36,True,0.012969017028808594,True,0.23781824111938477,False,1.0033135414123535,,,False,0.34108924865722656,True,True,False,False,False
36,False,0.0169527530670166,False,0.7175343036651611,False,0.41196489334106445,,,False,0.334078311920166,True,True,True,False,True
36,True,0.010966777801513672,True,0.13866639137268066,True,0.01795363426208496,,,False,0.3591921329498291,True,True,True,False,False
37,False,0.01197195053100586,False,0.9008364677429199,False,1.6176354885101318,,,False,0.6014575958251953,True,True,True,False,True
37,True,0.01396036148071289,True,0.14438772201538086,True,0.1984717845916748,,,False,0.23732995986938477,True,True,True,False,False
37,True,0.0109710693359375,True,0.2918581962585449,True,0.1616041660308838,,,False,0.2234330177307129,True,True,True,False,False
37,False,0.011967897415161133,False,0.8060927391052246,False,0.5794491767883301,,,False,0.7768619060516357,True,True,True,False,True
37,False,0.07380390167236328,False,0.8544154167175293,False,0.6672813892364502,,,False,0.3320789337158203,True,True,True,False,True
38,True,0.013954639434814453,True,0.07078242301940918,True,0.04694199562072754,,,False,0.9274897575378418,True,True,True,False,False
38,True,0.022977590560913086,True,0.1329326629638672,True,0.3331451416015625,,,False,0.36605334281921387,True,True,True,False,False
38,True,0.011968135833740234,True,0.07598376274108887,True,0.515620231628418,,,False,0.5015907287597656,True,True,True,False,False
38,True,0.011968612670898438,True,0.9525930881500244,True,0.09282350540161133,,,False,0.40691065788269043,True,True,True,False,False
38,True,0.012964725494384766,True,0.9360322952270508,True,0.3530244827270508,,,False,0.4528191089630127,True,True,True,False,False
39,True,0.011936187744140625,True,0.11617851257324219,True,0.022979021072387695,,,False,0.5565202236175537,True,True,True,False,False
39,True,0.021941423416137695,True,0.2103896141052246,True,0.1107032299041748,,,False,0.909569501876831,True,True,True,False,False
39,False,0.02194070816040039,False,1.2406425476074219,False,1.301515817642212,,,False,0.5186429023742676,True,True,True,False,True
39,False,0.02094411849975586,False,1.1985745429992676,False,0.9444699287414551,,,False,0.6163504123687744,True,True,True,False,True
39,True,0.02194070816040039,True,0.1905667781829834,False,0.9415097236633301,,,False,0.620342493057251,True,True,False,False,False
40,False,0.021940946578979492,False,1.358374834060669,False,0.987307071685791,,,False,0.7281014919281006,True,True,True,False,True
40,False,0.021988391876220703,False,1.2825391292572021,False,1.3942701816558838,,,False,0.9993255138397217,True,True,True,False,True
40,False,0.029920101165771484,False,1.4219496250152588,False,0.8986411094665527,,,False,0.44880032539367676,True,True,True,False,True
40,False,0.020928382873535156,False,1.3070399761199951,False,0.9743776321411133,,,False,0.6572086811065674,True,True,True,False,True
40,True,0.021987199783325195,True,1.407137393951416,False,0.8866732120513916,,,False,0.6322920322418213,True,True,False,False,False
41,True,0.028937816619873047,True,0.26500678062438965,False,1.0203120708465576,,,False,0.7250626087188721,True,True,False,False,False
41,False,0.022954463958740234,False,1.2760021686553955,False,1.2017841339111328,,,False,0.4158899784088135,True,True,True,False,True
41,True,0.02194523811340332,True,0.309389591217041,False,1.0611546039581299,,,False,0.6153385639190674,True,True,False,False,False
41,False,0.022936582565307617,False,1.1937811374664307,False,0.8657290935516357,,,False,0.6502330303192139,True,True,True,False,True
41,True,0.024941444396972656,True,0.25153565406799316,True,0.232377290725708,,,False,0.626279354095459,True,True,True,False,False
42,True,0.023952484130859375,True,0.15111136436462402,True,0.036901235580444336,,,False,0.5614969730377197,True,True,True,False,False
42,True,0.02293229103088379,True,0.2939143180847168,True,0.4587712287902832,,,False,0.5684990882873535,True,True,True,False,False
42,False,0.02194046974182129,False,1.230619192123413,False,1.2057747840881348,,,False,1.5927371978759766,True,True,True,False,True
42,True,0.03291201591491699,True,0.4170668125152588,False,1.0541770458221436,,,False,0.5844359397888184,True,True,False,False,False
42,True,0.023936033248901367,True,0.26201963424682617,True,0.7479970455169678,,,False,0.4587724208831787,True,True,True,False,False
43,True,0.02393651008605957,True,0.21816420555114746,True,1.004314661026001,,,False,0.8427441120147705,True,True,True,False,False
43,True,0.02593088150024414,True,0.15175342559814453,False,1.1589460372924805,,,False,0.6103537082672119,True,True,False,False,False
43,False,0.022936344146728516,False,1.5193209648132324,False,1.0223124027252197,,,False,0.689155101776123,True,True,True,False,True
43,False,0.022925376892089844,False,1.377692461013794,False,1.0691397190093994,,,False,0.41591811180114746,True,True,True,False,True
43,True,0.022954463958740234,True,1.278198480606079,False,1.1030943393707275,,,False,0.4777243137359619,True,True,False,False,False
44,True,0.027925491333007812,True,1.4137215614318848,False,1.1878666877746582,,,False,0.918541431427002,True,True,False,False,False
44,True,0.023936033248901367,True,0.1564323902130127,True,0.672199010848999,,,False,1.039222002029419,True,True,True,False,False
44,False,0.03191423416137695,False,1.4010608196258545,False,1.2427198886871338,,,False,0.46773338317871094,True,True,True,False,True
44,True,0.025930404663085938,True,0.2040095329284668,True,0.30122852325439453,,,False,0.5654513835906982,True,True,True,False,False
44,True,0.024933576583862305,True,1.5843656063079834,False,1.1649150848388672,,,False,0.7430274486541748,True,True,False,False,False
45,True,0.024930477142333984,True,0.24494409561157227,True,0.5625276565551758,,,False,0.8028554916381836,True,True,True,False,False
45,True,0.0249481201171875,True,0.247849702835083,False,1.2865867614746094,,,False,0.7898852825164795,True,True,False,False,False
45,False,0.02593064308166504,False,1.423311471939087,False,1.010298252105713,,,False,0.5405702590942383,True,True,True,False,True
45,False,0.013965606689453125,False,0.8215031623840332,False,0.5715065002441406,,,False,0.44580912590026855,True,True,True,False,True
45,True,0.013994932174682617,True,0.07231283187866211,True,0.05491280555725098,,,False,0.3690202236175537,True,True,True,False,False
46,True,0.015958070755004883,True,0.7709083557128906,False,0.7111687660217285,,,False,0.31116366386413574,True,True,False,False,False
46,False,0.013933181762695312,False,0.8586435317993164,False,0.7090699672698975,,,False,0.5066444873809814,True,True,True,False,True
46,False,0.014960289001464844,False,0.777550458908081,False,0.6812121868133545,,,False,0.5475358963012695,True,True,True,False,True
46,False,0.013986587524414062,False,0.8689846992492676,False,0.7221019268035889,,,False,0.49460649490356445,True,True,True,False,True
46,False,0.014967918395996094,False,0.7956686019897461,False,0.7011587619781494,,,False,0.4338037967681885,True,True,True,False,True
47,True,0.019946813583374023,True,0.08282208442687988,True,0.4957091808319092,,,False,0.40691089630126953,True,True,True,False,False
47,False,0.015983104705810547,False,0.9590222835540771,False,1.1548428535461426,,,False,0.6761898994445801,True,True,True,False,True
47,True,0.020943880081176758,True,0.0664522647857666,True,0.6481971740722656,,,False,0.4258601665496826,True,True,True,False,False
47,True,0.014960289001464844,True,0.07104825973510742,True,0.07579684257507324,,,False,0.3310849666595459,True,True,True,False,False
47,True,0.015958786010742188,True,0.18575048446655273,False,0.7700057029724121,,,False,0.47672438621520996,True,True,False,False,False
48,True,0.016955852508544922,True,0.20343351364135742,False,0.8946456909179688,,,False,0.34108853340148926,True,True,False,False,False
48,False,0.014958858489990234,False,0.9563612937927246,False,0.839789867401123,,,False,0.45979928970336914,True,True,True,False,True
48,True,0.014964103698730469,True,0.08182692527770996,True,0.013997554779052734,,,False,0.43985581398010254,True,True,True,False,False
48,False,0.014959573745727539,False,0.8971314430236816,False,0.7699742317199707,,,False,0.4947082996368408,True,True,True,False,True
48,True,0.03989291191101074,True,0.14695405960083008,True,0.5156559944152832,,,False,0.5256271362304688,True,True,True,False,False
49,False,0.014961004257202148,False,0.9161739349365234,False,0.7589292526245117,,,False,0.5235981941223145,True,True,True,False,True
49,True,0.015957355499267578,True,0.2834622859954834,False,1.2267167568206787,,,False,0.5485320091247559,True,True,False,False,False
49,True,0.022938013076782227,True,0.0839836597442627,True,0.3730618953704834,,,False,0.3570518493652344,True,True,True,False,False
49,True,0.014958381652832031,True,0.08620285987854004,False,0.7599656581878662,,,False,0.46276140213012695,True,True,False,False,False
49,True,0.01495981216430664,True,0.13490080833435059,False,0.7939143180847168,,,False,0.29424333572387695,True,True,False,False,False
